"","X","Expert","Parameter","Scenario","Site","Min","Best","Max","Conf","Round","alphas","betas","dist"
"174",174,"aircon","Sali Fledgling Survival","Scenario 2c","HMU",0.1,0.25,0.3,0.8,"Round 2",9.28068034398674,27.7779486329945,"beta"
"175",175,"aircon","Sali Fledgling Survival","Scenario 3","HMU",0.5,0.6,0.7,0.75,"Round 2",19.0280776668115,12.7536367012379,"beta"
"176",176,"aircon","Sali Fledgling Survival","Scenario 1a","Refuge",0.5,0.6,0.7,0.75,"Round 2",19.212951535566,12.8720243913915,"beta"
"177",177,"aircon","Sali Fledgling Survival","Scenario 1b","Refuge",0.1,0.2,0.3,0.8,"Round 2",5.96565692436997,23.0964424975921,"beta"
"178",178,"aircon","Sali Fledgling Survival","Scenario 1c","Refuge",0.2,0.35,0.4,0.8,"Round 2",13.9012178099236,25.8530730684377,"beta"
"179",179,"aircon","Sali Fledgling Survival","Scenario 2a","Refuge",0.4,0.5,0.6,0.75,"Round 2",16.509819773844,16.5073166371126,"beta"
"180",180,"aircon","Sali Fledgling Survival","Scenario 2b","Refuge",0,0.1,0.2,0.8,"Round 2",2.67438646905986,20.6632166198117,"beta"
"181",181,"aircon","Sali Fledgling Survival","Scenario 2c","Refuge",0.1,0.25,0.3,0.8,"Round 2",9.3063476739269,27.8471562404506,"beta"
"182",182,"aircon","Sali Fledgling Survival","Scenario 3","Refuge",0.5,0.6,0.7,0.75,"Round 2",19.0508537338848,12.760777345048,"beta"
"183",183,"CDEDBDiis","Sali Fledgling Survival","Scenario 1a","HMU",0.35,0.48,0.5,0.9,"Round 2",57.5155358637861,62.3140816355892,"beta"
"184",184,"CDEDBDiis","Sali Fledgling Survival","Scenario 1b","HMU",0.2,0.38,0.45,0.9,"Round 2",16.2038229680866,26.4874494238299,"beta"
"185",185,"CDEDBDiis","Sali Fledgling Survival","Scenario 1c","HMU",0.3,0.4,0.5,0.9,"Round 2",25.8216637383313,38.7114860303943,"beta"
"186",186,"CDEDBDiis","Sali Fledgling Survival","Scenario 2a","HMU",0.35,0.44,0.5,0.9,"Round 2",52.7573704459189,67.1418965188434,"beta"
"187",187,"CDEDBDiis","Sali Fledgling Survival","Scenario 2b","HMU",0.28,0.33,0.35,0.9,"Round 2",164.900835966278,334.797911225919,"beta"
"188",188,"CDEDBDiis","Sali Fledgling Survival","Scenario 2c","HMU",0.3,0.35,0.4,0.9,"Round 2",86.2392054682474,160.157698668263,"beta"
"189",189,"CDEDBDiis","Sali Fledgling Survival","Scenario 3","HMU",0.35,0.46,0.5,0.9,"Round 2",54.5744957046082,64.0619537170406,"beta"
"190",190,"CDEDBDiis","Sali Fledgling Survival","Scenario 1a","Refuge",0.35,0.48,0.5,0.9,"Round 2",57.9206550795356,62.7473763361636,"beta"
"191",191,"CDEDBDiis","Sali Fledgling Survival","Scenario 1b","Refuge",0.2,0.38,0.45,0.9,"Round 2",16.4567510505432,26.8984778475434,"beta"
"192",192,"CDEDBDiis","Sali Fledgling Survival","Scenario 1c","Refuge",0.3,0.4,0.5,0.9,"Round 2",25.8638323799954,38.7683745649607,"beta"
"193",193,"CDEDBDiis","Sali Fledgling Survival","Scenario 2a","Refuge",0.35,0.44,0.5,0.9,"Round 2",51.135208740017,65.0795218334711,"beta"
"194",194,"CDEDBDiis","Sali Fledgling Survival","Scenario 2b","Refuge",0.28,0.33,0.35,0.9,"Round 2",163.597919950063,332.153352625886,"beta"
"195",195,"CDEDBDiis","Sali Fledgling Survival","Scenario 2c","Refuge",0.3,0.35,0.4,0.9,"Round 2",86.2683382214617,160.209938270131,"beta"
"196",196,"CDEDBDiis","Sali Fledgling Survival","Scenario 3","Refuge",0.35,0.46,0.5,0.9,"Round 2",55.2722358517854,64.8874969919216,"beta"
"197",197,"96929","Sali Fledgling Survival","Scenario 1a","HMU",0.35,0.45,0.54,0.9,"Round 2",33.2425350893846,40.62859559333,"beta"
"198",198,"96929","Sali Fledgling Survival","Scenario 1b","HMU",0.15,0.27,0.45,0.9,"Round 2",6.15679533026566,15.8505494449361,"beta"
"199",199,"96929","Sali Fledgling Survival","Scenario 1c","HMU",0.2,0.36,0.495,0.9,"Round 2",10.4149577779325,18.4780842145244,"beta"
"200",200,"96929","Sali Fledgling Survival","Scenario 2a","HMU",0.2,0.27,0.45,0.9,"Round 2",8.13362188770271,21.3311283955554,"beta"
"201",201,"96929","Sali Fledgling Survival","Scenario 2b","HMU",0.1,0.18,0.36,0.9,"Round 2",4.05329611018155,16.5740656020832,"beta"
"202",202,"96929","Sali Fledgling Survival","Scenario 2c","HMU",0.15,0.225,0.45,0.9,"Round 2",4.0888519739549,12.2535427744108,"beta"
"203",203,"96929","Sali Fledgling Survival","Scenario 3","HMU",0.35,0.45,0.54,0.9,"Round 2",32.7154565114217,39.9826141971837,"beta"
"204",204,"96929","Sali Fledgling Survival","Scenario 1a","Refuge",0.35,0.5,0.6,0.9,"Round 2",21.5236333242365,21.5558805380857,"beta"
"205",205,"96929","Sali Fledgling Survival","Scenario 1b","Refuge",0.15,0.3,0.5,0.9,"Round 2",5.541389995282,12.1412878617375,"beta"
"206",206,"96929","Sali Fledgling Survival","Scenario 1c","Refuge",0.2,0.4,0.55,0.9,"Round 2",8.65966127214834,12.9944661752304,"beta"
"207",207,"96929","Sali Fledgling Survival","Scenario 2a","Refuge",0.2,0.3,0.5,0.9,"Round 2",6.91626966998934,15.3373577659257,"beta"
"208",208,"96929","Sali Fledgling Survival","Scenario 2b","Refuge",0.1,0.2,0.4,0.9,"Round 2",3.83843390366771,13.4107059298075,"beta"
"209",209,"96929","Sali Fledgling Survival","Scenario 2c","Refuge",0.15,0.25,0.5,0.9,"Round 2",3.80956590014779,9.71308618900626,"beta"
"210",210,"96929","Sali Fledgling Survival","Scenario 3","Refuge",0.35,0.5,0.6,0.9,"Round 2",21.3844824984026,21.3996360794484,"beta"
"211",211,"GuamX","Sali Nest Success","Scenario 1a","HMU",0.55,0.75,0.9,0.95,"Round 2",16.8126454316043,5.8730750772005,"beta"
"212",212,"GuamX","Sali Nest Success","Scenario 1b","HMU",0.5,0.55,0.85,0.95,"Round 2",17.9992279312424,14.4318509722751,"beta"
"213",213,"GuamX","Sali Nest Success","Scenario 1c","HMU",0.55,0.672,0.9,0.95,"Round 2",20.9362537561677,10.1783506711576,"beta"
"214",214,"GuamX","Sali Nest Success","Scenario 2a","HMU",0.55,0.75,0.9,0.95,"Round 2",16.6359775913339,5.8156635796283,"beta"
"215",215,"GuamX","Sali Nest Success","Scenario 2b","HMU",0.5,0.55,0.85,0.95,"Round 2",17.8961391546822,14.3320882316197,"beta"
"216",216,"GuamX","Sali Nest Success","Scenario 2c","HMU",0.55,0.672,0.9,0.95,"Round 2",20.7850033362772,10.1008944365692,"beta"
"217",217,"GuamX","Sali Nest Success","Scenario 3","HMU",0.55,0.73,0.9,0.95,"Round 2",18.2821776235411,6.92727032770556,"beta"
"218",218,"GuamX","Sali Nest Success","Scenario 1a","Refuge",0.55,0.75,0.9,0.95,"Round 2",16.7554777260061,5.84994915454516,"beta"
"219",219,"GuamX","Sali Nest Success","Scenario 1b","Refuge",0.5,0.55,0.85,0.95,"Round 2",17.8119117630068,14.273373756328,"beta"
"220",220,"GuamX","Sali Nest Success","Scenario 1c","Refuge",0.55,0.672,0.9,0.95,"Round 2",20.8997384827347,10.1346801153843,"beta"
"221",221,"GuamX","Sali Nest Success","Scenario 2a","Refuge",0.55,0.75,0.9,0.95,"Round 2",16.5814168322028,5.80159968489948,"beta"
"222",222,"GuamX","Sali Nest Success","Scenario 2b","Refuge",0.5,0.55,0.85,0.95,"Round 2",17.6466572705059,14.1421528848793,"beta"
"223",223,"GuamX","Sali Nest Success","Scenario 2c","Refuge",0.55,0.672,0.9,0.95,"Round 2",20.8097942633929,10.1134543197387,"beta"
"224",224,"GuamX","Sali Nest Success","Scenario 3","Refuge",0.55,0.73,0.9,0.95,"Round 2",18.602345272772,7.03738438151929,"beta"
"225",225,"Expert 1","Sali Nest Success","Scenario 1a","HMU",0.5,0.7,0.9,0.8,"Round 2",7.09226551426556,3.49608272481883,"beta"
"226",226,"Expert 1","Sali Nest Success","Scenario 1b","HMU",0.5,0.7,0.9,0.8,"Round 2",7.02444410667732,3.47221548203755,"beta"
"227",227,"Expert 1","Sali Nest Success","Scenario 1c","HMU",0.5,0.7,0.9,0.8,"Round 2",7.03304863748679,3.46594515255061,"beta"
"228",228,"Expert 1","Sali Nest Success","Scenario 2a","HMU",0.5,0.7,0.9,0.8,"Round 2",7.04484213431884,3.47440613095995,"beta"
"229",229,"Expert 1","Sali Nest Success","Scenario 2b","HMU",0.5,0.7,0.9,0.8,"Round 2",7.10964609700405,3.49900353176927,"beta"
"230",230,"Expert 1","Sali Nest Success","Scenario 2c","HMU",0.5,0.7,0.9,0.8,"Round 2",7.07019636484178,3.48831712026587,"beta"
"231",231,"Expert 1","Sali Nest Success","Scenario 3","HMU",0.5,0.65,0.9,0.8,"Round 2",7.35558689256287,4.16049675738974,"beta"
"232",232,"Expert 1","Sali Nest Success","Scenario 1a","Refuge",0.5,0.8,0.9,0.8,"Round 2",6.56879180243379,2.38920805589457,"beta"
"233",233,"Expert 1","Sali Nest Success","Scenario 1b","Refuge",0.5,0.8,0.9,0.8,"Round 2",6.49503180213088,2.37469167744609,"beta"
"234",234,"Expert 1","Sali Nest Success","Scenario 1c","Refuge",0.5,0.8,0.9,0.8,"Round 2",6.51763564659437,2.37957047335469,"beta"
"235",235,"Expert 1","Sali Nest Success","Scenario 2a","Refuge",0.5,0.8,0.9,0.8,"Round 2",6.53497528281047,2.38156241151711,"beta"
"236",236,"Expert 1","Sali Nest Success","Scenario 2b","Refuge",0.5,0.8,0.9,0.8,"Round 2",6.5753139625298,2.3895362104329,"beta"
"237",237,"Expert 1","Sali Nest Success","Scenario 2c","Refuge",0.5,0.8,0.9,0.8,"Round 2",6.52466122103213,2.37969439145888,"beta"
"238",238,"Expert 1","Sali Nest Success","Scenario 3","Refuge",0.5,0.8,0.9,0.8,"Round 2",6.60817146181583,2.39557863063566,"beta"
"239",239,"aircon","Sali Nest Success","Scenario 1a","HMU",0.45,0.6,0.7,0.9,"Round 2",23.9895623213016,16.0495943902256,"beta"
"240",240,"aircon","Sali Nest Success","Scenario 1b","HMU",0.45,0.6,0.7,0.9,"Round 2",24.1720860610175,16.1954862958923,"beta"
"241",241,"aircon","Sali Nest Success","Scenario 1c","HMU",0.45,0.6,0.7,0.9,"Round 2",24.1957050810753,16.1995185129979,"beta"
"242",242,"aircon","Sali Nest Success","Scenario 2a","HMU",0.45,0.6,0.7,0.9,"Round 2",24.0940397801123,16.1150681378222,"beta"
"243",243,"aircon","Sali Nest Success","Scenario 2b","HMU",0.45,0.6,0.7,0.9,"Round 2",23.7367820392711,15.9003147544338,"beta"
"244",244,"aircon","Sali Nest Success","Scenario 2c","HMU",0.45,0.6,0.7,0.9,"Round 2",23.6030465582577,15.797804858779,"beta"
"245",245,"aircon","Sali Nest Success","Scenario 3","HMU",0.45,0.6,0.7,0.9,"Round 2",23.5120609419332,15.748122041234,"beta"
"246",246,"aircon","Sali Nest Success","Scenario 1a","Refuge",0.45,0.6,0.7,0.9,"Round 2",24.071339210027,16.1220838740106,"beta"
"247",247,"aircon","Sali Nest Success","Scenario 1b","Refuge",0.45,0.6,0.7,0.9,"Round 2",23.772096494495,15.918407231328,"beta"
"248",248,"aircon","Sali Nest Success","Scenario 1c","Refuge",0.45,0.6,0.7,0.9,"Round 2",24.135208434297,16.1537352867721,"beta"
"249",249,"aircon","Sali Nest Success","Scenario 2a","Refuge",0.45,0.6,0.7,0.9,"Round 2",23.6262644690723,15.8256739368288,"beta"
"250",250,"aircon","Sali Nest Success","Scenario 2b","Refuge",0.45,0.6,0.7,0.9,"Round 2",24.0932141958831,16.1245995296281,"beta"
"251",251,"aircon","Sali Nest Success","Scenario 2c","Refuge",0.45,0.6,0.7,0.9,"Round 2",23.6102893349865,15.8046593908574,"beta"
"252",252,"aircon","Sali Nest Success","Scenario 3","Refuge",0.45,0.6,0.7,0.9,"Round 2",23.7858775394222,15.9169938032689,"beta"
"253",253,"CDEDBDiis","Sali Nest Success","Scenario 1a","HMU",0.48,0.6,0.65,0.9,"Round 2",51.4653348321476,34.3294364094233,"beta"
"254",254,"CDEDBDiis","Sali Nest Success","Scenario 1b","HMU",0.4,0.5,0.6,0.9,"Round 2",33.2947568625691,33.3001092073887,"beta"
"255",255,"CDEDBDiis","Sali Nest Success","Scenario 1c","HMU",0.45,0.56,0.61,0.9,"Round 2",56.8115093468976,44.6450818544743,"beta"
"256",256,"CDEDBDiis","Sali Nest Success","Scenario 2a","HMU",0.48,0.58,0.63,0.9,"Round 2",66.0772436336163,47.8546930811807,"beta"
"257",257,"CDEDBDiis","Sali Nest Success","Scenario 2b","HMU",0.39,0.46,0.61,0.9,"Round 2",25.16382800437,29.4888092120027,"beta"
"258",258,"CDEDBDiis","Sali Nest Success","Scenario 2c","HMU",0.4,0.48,0.61,0.9,"Round 2",28.8651095879663,31.2516260257017,"beta"
"259",259,"CDEDBDiis","Sali Nest Success","Scenario 3","HMU",0.48,0.58,0.63,0.9,"Round 2",66.3094854214368,48.0236466320914,"beta"
"260",260,"CDEDBDiis","Sali Nest Success","Scenario 1a","Refuge",0.48,0.6,0.65,0.9,"Round 2",52.3969398108913,34.9458225283934,"beta"
"261",261,"CDEDBDiis","Sali Nest Success","Scenario 1b","Refuge",0.4,0.5,0.6,0.9,"Round 2",33.0574272687281,33.0662031218255,"beta"
"262",262,"CDEDBDiis","Sali Nest Success","Scenario 1c","Refuge",0.45,0.56,0.61,0.9,"Round 2",57.1221942404905,44.8860152267369,"beta"
"263",263,"CDEDBDiis","Sali Nest Success","Scenario 2a","Refuge",0.48,0.58,0.63,0.9,"Round 2",66.9110700750645,48.4567826834821,"beta"
"264",264,"CDEDBDiis","Sali Nest Success","Scenario 2b","Refuge",0.45,0.55,0.61,0.9,"Round 2",56.3515940721103,46.114696493563,"beta"
"265",265,"CDEDBDiis","Sali Nest Success","Scenario 2c","Refuge",0.45,0.55,0.61,0.9,"Round 2",56.6257385392575,46.3346277839451,"beta"
"266",266,"CDEDBDiis","Sali Nest Success","Scenario 3","Refuge",0.48,0.58,0.63,0.9,"Round 2",66.4039871773049,48.0902234968487,"beta"
"267",267,"96929","Sali Nest Success","Scenario 1a","HMU",0.45,0.65,0.7,0.9,"Round 2",22.1953290739005,12.1548016007984,"beta"
"268",268,"96929","Sali Nest Success","Scenario 1b","HMU",0.35,0.55,0.65,0.9,"Round 2",15.386864867941,12.7694637858712,"beta"
"269",269,"96929","Sali Nest Success","Scenario 1c","HMU",0.4,0.6,0.675,0.9,"Round 2",18.8187119816679,12.7286129917839,"beta"
"270",270,"96929","Sali Nest Success","Scenario 2a","HMU",0.35,0.55,0.65,0.9,"Round 2",15.4660398303452,12.8449061048935,"beta"
"271",271,"96929","Sali Nest Success","Scenario 2b","HMU",0.3,0.45,0.6,0.9,"Round 2",13.160675076178,16.0418418324202,"beta"
"272",272,"96929","Sali Nest Success","Scenario 2c","HMU",0.325,0.5,0.625,0.9,"Round 2",14.4214921918305,14.5098176742904,"beta"
"273",273,"96929","Sali Nest Success","Scenario 3","HMU",0.45,0.65,0.7,0.9,"Round 2",22.4770034608945,12.2925286360067,"beta"
"274",274,"96929","Sali Nest Success","Scenario 1a","Refuge",0.45,0.65,0.7,0.9,"Round 2",22.2160826191074,12.1567827727598,"beta"
"275",275,"96929","Sali Nest Success","Scenario 1b","Refuge",0.35,0.55,0.65,0.9,"Round 2",15.3330313456452,12.7328025970156,"beta"
"276",276,"96929","Sali Nest Success","Scenario 1c","Refuge",0.4,0.6,0.675,0.9,"Round 2",18.702258129028,12.6663439079115,"beta"
"277",277,"96929","Sali Nest Success","Scenario 2a","Refuge",0.35,0.55,0.65,0.9,"Round 2",15.3890717046369,12.7658797883982,"beta"
"278",278,"96929","Sali Nest Success","Scenario 2b","Refuge",0.3,0.45,0.6,0.9,"Round 2",13.1301066540339,16.0040938370419,"beta"
"279",279,"96929","Sali Nest Success","Scenario 2c","Refuge",0.325,0.5,0.625,0.9,"Round 2",14.458222654714,14.5504941561133,"beta"
"280",280,"96929","Sali Nest Success","Scenario 3","Refuge",0.45,0.65,0.7,0.9,"Round 2",22.1250131712654,12.113138329063,"beta"
"281",281,"GuamX","Sali Nest Attempts","Scenario 1a","HMU",1,2,4,0.9,"Round 2",5.08542636329409,2.24815102031815,"gamma"
"282",282,"GuamX","Sali Nest Attempts","Scenario 1b","HMU",1,6,10,0.9,"Round 2",5.33169495757188,0.931511956189227,"gamma"
"283",283,"GuamX","Sali Nest Attempts","Scenario 1c","HMU",1,3,5,0.9,"Round 2",4.77954004734956,1.64811801250769,"gamma"
"284",284,"GuamX","Sali Nest Attempts","Scenario 2a","HMU",1,2,4,0.9,"Round 2",5.13366047879322,2.27150717684992,"gamma"
"285",285,"GuamX","Sali Nest Attempts","Scenario 2b","HMU",1,6,10,0.9,"Round 2",5.28433721798163,0.922626748769111,"gamma"
"286",286,"GuamX","Sali Nest Attempts","Scenario 2c","HMU",1,3,5,0.9,"Round 2",4.96660809426898,1.7224754364729,"gamma"
"287",287,"GuamX","Sali Nest Attempts","Scenario 3","HMU",1,2,5,0.9,"Round 2",1.41803537319431,0.791206518275641,"gamma"
"288",288,"GuamX","Sali Nest Attempts","Scenario 1a","Refuge",1,2,4,0.9,"Round 2",5.08521311901479,2.2383316336613,"gamma"
"289",289,"GuamX","Sali Nest Attempts","Scenario 1b","Refuge",1,6,10,0.9,"Round 2",5.18568573192602,0.90712041717023,"gamma"
"290",290,"GuamX","Sali Nest Attempts","Scenario 1c","Refuge",1,3,5,0.9,"Round 2",4.74959814966741,1.63802374430321,"gamma"
"291",291,"GuamX","Sali Nest Attempts","Scenario 2a","Refuge",1,2,4,0.9,"Round 2",5.09984860026231,2.26209799511682,"gamma"
"292",292,"GuamX","Sali Nest Attempts","Scenario 2b","Refuge",1,6,10,0.9,"Round 2",5.27009658054292,0.918352948390932,"gamma"
"293",293,"GuamX","Sali Nest Attempts","Scenario 2c","Refuge",1,3,5,0.9,"Round 2",4.94768969101991,1.70065684207271,"gamma"
"294",294,"GuamX","Sali Nest Attempts","Scenario 3","Refuge",1,2,5,0.9,"Round 2",1.41335910465322,0.793533254603457,"gamma"
"295",295,"Expert 1","Sali Nest Attempts","Scenario 1a","HMU",2,3,6,0.8,"Round 2",1.54176011086592,0.639174713299449,"gamma"
"296",296,"Expert 1","Sali Nest Attempts","Scenario 1b","HMU",2,5,6,0.8,"Round 2",5.36215357125958,1.18926177155477,"gamma"
"297",297,"Expert 1","Sali Nest Attempts","Scenario 1c","HMU",2,5,6,0.8,"Round 2",1.51621939090886,0.587077807088982,"gamma"
"298",298,"Expert 1","Sali Nest Attempts","Scenario 2a","HMU",2,4,6,0.8,"Round 2",4.95210938851791,1.276270287087,"gamma"
"299",299,"Expert 1","Sali Nest Attempts","Scenario 2b","HMU",2,5,6,0.8,"Round 2",5.32329707317358,1.18360968818659,"gamma"
"300",300,"Expert 1","Sali Nest Attempts","Scenario 2c","HMU",2,5,6,0.8,"Round 2",4.20525338613579,1.01297737078221,"gamma"
"301",301,"Expert 1","Sali Nest Attempts","Scenario 3","HMU",2,2.5,6,0.8,"Round 2",1.64016726818636,0.616601336406088,"gamma"
"302",302,"Expert 1","Sali Nest Attempts","Scenario 1a","Refuge",2,3,6,0.8,"Round 2",1.54229435930858,0.638817501701196,"gamma"
"303",303,"Expert 1","Sali Nest Attempts","Scenario 1b","Refuge",2,5,6,0.8,"Round 2",4.23896160678953,1.01509176622055,"gamma"
"304",304,"Expert 1","Sali Nest Attempts","Scenario 1c","Refuge",2,5,6,0.8,"Round 2",4.88317157159267,1.11383246645274,"gamma"
"305",305,"Expert 1","Sali Nest Attempts","Scenario 2a","Refuge",2,4,6,0.8,"Round 2",4.98701679299644,1.27527462573908,"gamma"
"306",306,"Expert 1","Sali Nest Attempts","Scenario 2b","Refuge",2,5,6,0.8,"Round 2",4.12147300200788,0.992720041185292,"gamma"
"307",307,"Expert 1","Sali Nest Attempts","Scenario 2c","Refuge",2,5,6,0.8,"Round 2",1.52018230276718,0.583886745422998,"gamma"
"308",308,"Expert 1","Sali Nest Attempts","Scenario 3","Refuge",2,2.5,6,0.8,"Round 2",1.64113215480304,0.616020318126355,"gamma"
"309",309,"aircon","Sali Nest Attempts","Scenario 1a","HMU",3,4,5,0.8,"Round 2",26.2951328316238,6.45293276975306,"gamma"
"310",310,"aircon","Sali Nest Attempts","Scenario 1b","HMU",4,5,6,0.8,"Round 2",41.7345952370852,8.22093730152213,"gamma"
"311",311,"aircon","Sali Nest Attempts","Scenario 1c","HMU",3.5,4.5,5.5,0.8,"Round 2",32.9273788960182,7.17403922482314,"gamma"
"312",312,"aircon","Sali Nest Attempts","Scenario 2a","HMU",3.5,4.5,5.5,0.8,"Round 2",33.7323674451005,7.36639674437164,"gamma"
"313",313,"aircon","Sali Nest Attempts","Scenario 2b","HMU",4.5,5.5,6.5,0.8,"Round 2",49.4389873338653,8.85084963463243,"gamma"
"314",314,"aircon","Sali Nest Attempts","Scenario 2c","HMU",4,5,6,0.8,"Round 2",41.4545748066197,8.16159754036073,"gamma"
"315",315,"aircon","Sali Nest Attempts","Scenario 3","HMU",3,4,5,0.8,"Round 2",26.2942899941739,6.44035570061738,"gamma"
"316",316,"aircon","Sali Nest Attempts","Scenario 1a","Refuge",3,4,5,0.8,"Round 2",26.1138764978801,6.39855311927973,"gamma"
"317",317,"aircon","Sali Nest Attempts","Scenario 1b","Refuge",4,5,6,0.8,"Round 2",40.6199968721373,8.00930518413055,"gamma"
"318",318,"aircon","Sali Nest Attempts","Scenario 1c","Refuge",3.5,4.5,5.5,0.8,"Round 2",33.0370337056114,7.21145603094052,"gamma"
"319",319,"aircon","Sali Nest Attempts","Scenario 2a","Refuge",3.5,4.5,5.5,0.8,"Round 2",33.4418732680967,7.31065700808433,"gamma"
"320",320,"aircon","Sali Nest Attempts","Scenario 2b","Refuge",4.5,5.5,6.5,0.8,"Round 2",50.1871559974912,8.99429729644561,"gamma"
"321",321,"aircon","Sali Nest Attempts","Scenario 2c","Refuge",4,5,6,0.8,"Round 2",41.0417979923872,8.09004266779146,"gamma"
"322",322,"aircon","Sali Nest Attempts","Scenario 3","Refuge",3,4,5,0.8,"Round 2",26.2450358444882,6.42575267215359,"gamma"
"323",323,"CDEDBDiis","Sali Nest Attempts","Scenario 1a","HMU",1.1,1.8,2.2,0.9,"Round 2",36.9212484884104,20.4987887840141,"gamma"
"324",324,"CDEDBDiis","Sali Nest Attempts","Scenario 1b","HMU",1.1,1.8,2.2,0.9,"Round 2",37.0918102905081,20.5939001278637,"gamma"
"325",325,"CDEDBDiis","Sali Nest Attempts","Scenario 1c","HMU",1.1,1.8,2.2,0.9,"Round 2",36.3356974396829,20.1334142611758,"gamma"
"326",326,"CDEDBDiis","Sali Nest Attempts","Scenario 2a","HMU",1.1,1.8,2.2,0.9,"Round 2",37.5460801157261,20.8737476426925,"gamma"
"327",327,"CDEDBDiis","Sali Nest Attempts","Scenario 2b","HMU",1.1,1.8,2.2,0.9,"Round 2",36.6349895055757,20.3547498407947,"gamma"
"328",328,"CDEDBDiis","Sali Nest Attempts","Scenario 2c","HMU",1.1,1.8,2.2,0.9,"Round 2",36.2057198766563,20.0680579824383,"gamma"
"329",329,"CDEDBDiis","Sali Nest Attempts","Scenario 3","HMU",1.1,1.8,2.2,0.9,"Round 2",36.3513352340464,20.1063941277474,"gamma"
"330",330,"CDEDBDiis","Sali Nest Attempts","Scenario 1a","Refuge",1.1,1.8,2.2,0.9,"Round 2",37.6271723274873,20.9071952549381,"gamma"
"331",331,"CDEDBDiis","Sali Nest Attempts","Scenario 1b","Refuge",1.1,1.8,2.2,0.9,"Round 2",36.8429696662121,20.444442309383,"gamma"
"332",332,"CDEDBDiis","Sali Nest Attempts","Scenario 1c","Refuge",1.1,1.8,2.2,0.9,"Round 2",36.0350374865928,19.9553027262798,"gamma"
"333",333,"CDEDBDiis","Sali Nest Attempts","Scenario 2a","Refuge",1.1,1.8,2.2,0.9,"Round 2",36.370833127813,20.1323326000774,"gamma"
"334",334,"CDEDBDiis","Sali Nest Attempts","Scenario 2b","Refuge",1.1,1.8,2.2,0.9,"Round 2",37.0882642666327,20.6200119673161,"gamma"
"335",335,"CDEDBDiis","Sali Nest Attempts","Scenario 2c","Refuge",1.1,1.8,2.2,0.9,"Round 2",36.8287596929379,20.4299038218321,"gamma"
"336",336,"CDEDBDiis","Sali Nest Attempts","Scenario 3","Refuge",1.1,1.8,2.2,0.9,"Round 2",36.8067541480633,20.4209443415264,"gamma"
"337",337,"96929","Sali Nest Attempts","Scenario 1a","HMU",3,4,5,0.9,"Round 2",44.1250824430093,10.8657578935774,"gamma"
"338",338,"96929","Sali Nest Attempts","Scenario 1b","HMU",3,4,5,0.9,"Round 2",44.2710666790028,10.9145425594514,"gamma"
"339",339,"96929","Sali Nest Attempts","Scenario 1c","HMU",3,4,5,0.9,"Round 2",44.3708834262089,10.9341923884751,"gamma"
"340",340,"96929","Sali Nest Attempts","Scenario 2a","HMU",3.5,4.5,5.5,0.9,"Round 2",54.5367978766973,11.9304287258316,"gamma"
"341",341,"96929","Sali Nest Attempts","Scenario 2b","HMU",3.3,4.3,5.3,0.9,"Round 2",49.8396099645272,11.4174459346076,"gamma"
"342",342,"96929","Sali Nest Attempts","Scenario 2c","HMU",3.4,4.4,4.4,0.9,"Round 2",311.748885315828,75.8318382630989,"gamma"
"343",343,"96929","Sali Nest Attempts","Scenario 3","HMU",3,4,5,0.9,"Round 2",44.0297328980966,10.8098199739078,"gamma"
"344",344,"96929","Sali Nest Attempts","Scenario 1a","Refuge",3,4,5,0.9,"Round 2",44.5150070030983,10.9363043500676,"gamma"
"345",345,"96929","Sali Nest Attempts","Scenario 1b","Refuge",3,4,5,0.9,"Round 2",43.8352915317987,10.7760651668194,"gamma"
"346",346,"96929","Sali Nest Attempts","Scenario 1c","Refuge",3,4,5,0.9,"Round 2",44.1328138200725,10.8477340861011,"gamma"
"347",347,"96929","Sali Nest Attempts","Scenario 2a","Refuge",3.5,4.5,5.5,0.9,"Round 2",56.2043080468029,12.2974269021754,"gamma"
"348",348,"96929","Sali Nest Attempts","Scenario 2b","Refuge",3.3,4.3,5.3,0.9,"Round 2",50.6739187886908,11.5955388489551,"gamma"
"349",349,"96929","Sali Nest Attempts","Scenario 2c","Refuge",3.4,4.4,4.4,0.9,"Round 2",311.837871242246,75.9015329658299,"gamma"
"350",350,"96929","Sali Nest Attempts","Scenario 3","Refuge",3,4,5,0.9,"Round 2",44.2224107612482,10.8748070853324,"gamma"
"351",351,"GuamX","Sali Fledglings per Nest","Scenario 1a","HMU",1.8,2,1.96,0.95,"Round 2",1528.01122000217,779.458129735797,"gamma"
"352",352,"GuamX","Sali Fledglings per Nest","Scenario 1b","HMU",1.3,1.6,1.88,0.9,"Round 2",80.5196853996983,48.623362135859,"gamma"
"353",353,"GuamX","Sali Fledglings per Nest","Scenario 1c","HMU",1.8,1.88,1.96,0.95,"Round 2",2129.05309946324,1132.3817415062,"gamma"
"354",354,"GuamX","Sali Fledglings per Nest","Scenario 2a","HMU",1.8,2,1.96,0.95,"Round 2",1526.10492269593,778.485100895945,"gamma"
"355",355,"GuamX","Sali Fledglings per Nest","Scenario 2b","HMU",1.3,1.6,1.88,0.9,"Round 2",82.3536134764677,49.7846608807848,"gamma"
"356",356,"GuamX","Sali Fledglings per Nest","Scenario 2c","HMU",1.75,1.8,1.96,0.9,"Round 2",776.24021468165,431.001321580471,"gamma"
