"","Expert","Parameter","Scenario","Site","Min","Best","Max","Conf","Round"
"239","aircon","Ko'ko' Nest Attempts","Scenario 1a","HMU",3,4,5,0.8,"Round 2"
"240","aircon","Ko'ko' Nest Attempts","Scenario 1b","HMU",4,5,6,0.8,"Round 2"
"241","aircon","Ko'ko' Nest Attempts","Scenario 1c","HMU",3.5,4.5,5.5,0.8,"Round 2"
"242","aircon","Ko'ko' Nest Attempts","Scenario 2a","HMU",3.5,4.5,5.5,0.8,"Round 2"
"243","aircon","Ko'ko' Nest Attempts","Scenario 2b","HMU",4.5,5.5,6.5,0.8,"Round 2"
"244","aircon","Ko'ko' Nest Attempts","Scenario 2c","HMU",4,5,6,0.8,"Round 2"
"245","aircon","Ko'ko' Nest Attempts","Scenario 3","HMU",3,4,5,0.8,"Round 2"
"246","aircon","Ko'ko' Nest Attempts","Scenario 1a","Refuge",3,4,5,0.8,"Round 2"
"247","aircon","Ko'ko' Nest Attempts","Scenario 1b","Refuge",4,5,6,0.8,"Round 2"
"248","aircon","Ko'ko' Nest Attempts","Scenario 1c","Refuge",3.5,4.5,5.5,0.8,"Round 2"
"249","aircon","Ko'ko' Nest Attempts","Scenario 2a","Refuge",3.5,4.5,5.5,0.8,"Round 2"
"250","aircon","Ko'ko' Nest Attempts","Scenario 2b","Refuge",4.5,5.5,6.5,0.8,"Round 2"
"251","aircon","Ko'ko' Nest Attempts","Scenario 2c","Refuge",4,5,6,0.8,"Round 2"
"252","aircon","Ko'ko' Nest Attempts","Scenario 3","Refuge",3,4,5,0.8,"Round 2"
"253","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 1a","HMU",1.3,2.7,5,0.9,"Round 2"
"254","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 1b","HMU",1.3,2.5,4,0.9,"Round 2"
"255","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 1c","HMU",1.3,2.5,4,0.9,"Round 2"
"256","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 2a","HMU",1.3,2.5,4,0.9,"Round 2"
"257","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 2b","HMU",1.3,2.5,4,0.9,"Round 2"
"258","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 2c","HMU",1.3,2.5,4,0.9,"Round 2"
"259","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 3","HMU",1.3,2.7,5,0.9,"Round 2"
"260","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 1a","Refuge",1.3,2.7,5,0.9,"Round 2"
"261","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 1b","Refuge",1.3,2.5,4,0.9,"Round 2"
"262","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 1c","Refuge",1.3,2.5,4,0.9,"Round 2"
"263","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 2a","Refuge",1.3,2.5,4,0.9,"Round 2"
"264","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 2b","Refuge",1.3,2.5,4,0.9,"Round 2"
"265","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 2c","Refuge",1.3,2.5,4,0.9,"Round 2"
"266","CDEDBDiis","Ko'ko' Nest Attempts","Scenario 3","Refuge",1.3,2.7,5,0.9,"Round 2"
"267","96929","Ko'ko' Nest Attempts","Scenario 1a","HMU",2.1,4.2,5.25,0.9,"Round 2"
"268","96929","Ko'ko' Nest Attempts","Scenario 1b","HMU",2.52,5.04,6.3,0.9,"Round 2"
"269","96929","Ko'ko' Nest Attempts","Scenario 1c","HMU",2.31,4.62,5.775,0.9,"Round 2"
"270","96929","Ko'ko' Nest Attempts","Scenario 2a","HMU",2.52,5.04,6.3,0.9,"Round 2"
"271","96929","Ko'ko' Nest Attempts","Scenario 2b","HMU",2.73,5.46,6.825,0.9,"Round 2"
"272","96929","Ko'ko' Nest Attempts","Scenario 2c","HMU",2.625,5.25,6.5625,0.9,"Round 2"
"273","96929","Ko'ko' Nest Attempts","Scenario 3","HMU",2.1,4.2,5.25,0.9,"Round 2"
"274","96929","Ko'ko' Nest Attempts","Scenario 1a","Refuge",2,4,5,0.9,"Round 2"
"275","96929","Ko'ko' Nest Attempts","Scenario 1b","Refuge",2.4,4.8,6,0.9,"Round 2"
"276","96929","Ko'ko' Nest Attempts","Scenario 1c","Refuge",2.2,4.4,5.5,0.9,"Round 2"
"277","96929","Ko'ko' Nest Attempts","Scenario 2a","Refuge",2.4,4.8,6,0.9,"Round 2"
"278","96929","Ko'ko' Nest Attempts","Scenario 2b","Refuge",2.6,5.2,6.5,0.9,"Round 2"
"279","96929","Ko'ko' Nest Attempts","Scenario 2c","Refuge",2.5,5,6.25,0.9,"Round 2"
"280","96929","Ko'ko' Nest Attempts","Scenario 3","Refuge",2,4,5,0.9,"Round 2"
"281","GuamX","Ko'ko' Hatchlings per Nest","Scenario 1a","HMU",1,2.5,4,0.95,"Round 2"
"282","GuamX","Ko'ko' Hatchlings per Nest","Scenario 1b","HMU",1,1.8,4,0.95,"Round 2"
"283","GuamX","Ko'ko' Hatchlings per Nest","Scenario 1c","HMU",1,2,3,0.95,"Round 2"
"284","GuamX","Ko'ko' Hatchlings per Nest","Scenario 2a","HMU",1,2.5,4,0.95,"Round 2"
"285","GuamX","Ko'ko' Hatchlings per Nest","Scenario 2b","HMU",1,1.8,4,0.95,"Round 2"
"286","GuamX","Ko'ko' Hatchlings per Nest","Scenario 2c","HMU",1,2,3,0.95,"Round 2"
"287","GuamX","Ko'ko' Hatchlings per Nest","Scenario 3","HMU",1,2.5,4,0.95,"Round 2"
"288","GuamX","Ko'ko' Hatchlings per Nest","Scenario 1a","Refuge",1,2.5,4,0.95,"Round 2"
"289","GuamX","Ko'ko' Hatchlings per Nest","Scenario 1b","Refuge",1,1.8,4,0.95,"Round 2"
"290","GuamX","Ko'ko' Hatchlings per Nest","Scenario 1c","Refuge",1,2,3,0.95,"Round 2"
"291","GuamX","Ko'ko' Hatchlings per Nest","Scenario 2a","Refuge",1,2.5,4,0.95,"Round 2"
"292","GuamX","Ko'ko' Hatchlings per Nest","Scenario 2b","Refuge",1,1.8,4,0.95,"Round 2"
"293","GuamX","Ko'ko' Hatchlings per Nest","Scenario 2c","Refuge",1,2,3,0.95,"Round 2"
"294","GuamX","Ko'ko' Hatchlings per Nest","Scenario 3","Refuge",1,2.5,4,0.95,"Round 2"
"295","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 1a","HMU",1.5,2.4,4,0.8,"Round 2"
"296","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 1b","HMU",0.5,1.5,3,0.8,"Round 2"
"297","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 1c","HMU",0.1,1.9,3.5,0.8,"Round 2"
"298","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 2a","HMU",1.2,2.1,3.8,0.8,"Round 2"
"299","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 2b","HMU",0.5,1.3,2.8,0.8,"Round 2"
"300","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 2c","HMU",0.5,1.7,3.3,0.8,"Round 2"
"301","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 3","HMU",1.4,2.3,3.8,0.8,"Round 2"
"302","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 1a","Refuge",1.5,2.4,4,0.8,"Round 2"
"303","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 1b","Refuge",0.5,1.5,3,0.8,"Round 2"
"304","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 1c","Refuge",0.1,1.9,3.5,0.8,"Round 2"
"305","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 2a","Refuge",1.2,2.1,3.8,0.8,"Round 2"
"306","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 2b","Refuge",0.5,1.3,2.8,0.8,"Round 2"
"307","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 2c","Refuge",0.5,1.7,3.3,0.8,"Round 2"
"308","Expert 1","Ko'ko' Hatchlings per Nest","Scenario 3","Refuge",1.4,2.3,3.8,0.8,"Round 2"
"309","aircon","Ko'ko' Hatchlings per Nest","Scenario 1a","HMU",1.6,2,2.4,0.8,"Round 2"
"310","aircon","Ko'ko' Hatchlings per Nest","Scenario 1b","HMU",0.75,0.8,1,0.8,"Round 2"
"311","aircon","Ko'ko' Hatchlings per Nest","Scenario 1c","HMU",1.1,1.3,1.4,0.8,"Round 2"
"312","aircon","Ko'ko' Hatchlings per Nest","Scenario 2a","HMU",1.1,1.6,1.8,0.8,"Round 2"
"313","aircon","Ko'ko' Hatchlings per Nest","Scenario 2b","HMU",0.4,0.6,1.8,0.8,"Round 2"
"314","aircon","Ko'ko' Hatchlings per Nest","Scenario 2c","HMU",0.75,0.8,1,0.8,"Round 2"
"315","aircon","Ko'ko' Hatchlings per Nest","Scenario 3","HMU",2,2,2,0.8,"Round 2"
"316","aircon","Ko'ko' Hatchlings per Nest","Scenario 1a","Refuge",1.6,2,2.4,0.8,"Round 2"
"317","aircon","Ko'ko' Hatchlings per Nest","Scenario 1b","Refuge",0.75,0.8,1,0.8,"Round 2"
"318","aircon","Ko'ko' Hatchlings per Nest","Scenario 1c","Refuge",1.1,1.3,1.4,0.8,"Round 2"
"319","aircon","Ko'ko' Hatchlings per Nest","Scenario 2a","Refuge",1.1,1.6,1.8,0.8,"Round 2"
"320","aircon","Ko'ko' Hatchlings per Nest","Scenario 2b","Refuge",0.4,0.6,1.8,0.8,"Round 2"
"321","aircon","Ko'ko' Hatchlings per Nest","Scenario 2c","Refuge",0.75,0.8,1,0.8,"Round 2"
"322","aircon","Ko'ko' Hatchlings per Nest","Scenario 3","Refuge",2,2,2,0.8,"Round 2"
"323","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 1a","HMU",1.8,2,2.3,0.85,"Round 2"
"324","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 1b","HMU",1.45,1.6,1.8,0.85,"Round 2"
"325","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 1c","HMU",1.5,1.68,2.1,0.85,"Round 2"
"326","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 2a","HMU",1.45,1.5,2.1,0.85,"Round 2"
"327","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 2b","HMU",1.28,1.35,1.5,0.85,"Round 2"
"328","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 2c","HMU",1.35,1.43,1.6,0.85,"Round 2"
"329","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 3","HMU",1.6,1.8,2.1,0.85,"Round 2"
"330","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 1a","Refuge",1.8,2,2.3,0.85,"Round 2"
"331","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 1b","Refuge",1.45,1.6,1.8,0.85,"Round 2"
"332","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 1c","Refuge",1.5,1.68,2.1,0.85,"Round 2"
"333","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 2a","Refuge",1.45,1.5,2.1,0.85,"Round 2"
"334","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 2b","Refuge",1.28,1.35,1.5,0.85,"Round 2"
"335","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 2c","Refuge",1.35,1.43,1.6,0.85,"Round 2"
"336","CDEDBDiis","Ko'ko' Hatchlings per Nest","Scenario 3","Refuge",1.6,1.8,2.1,0.85,"Round 2"
"337","96929","Ko'ko' Hatchlings per Nest","Scenario 1a","HMU",1.225,1.715,2.45,0.9,"Round 2"
"338","96929","Ko'ko' Hatchlings per Nest","Scenario 1b","HMU",0.98,1.372,1.96,0.9,"Round 2"
"339","96929","Ko'ko' Hatchlings per Nest","Scenario 1c","HMU",1.1025,1.5435,2.205,0.9,"Round 2"
"340","96929","Ko'ko' Hatchlings per Nest","Scenario 2a","HMU",0.98,1.372,1.96,0.9,"Round 2"
"341","96929","Ko'ko' Hatchlings per Nest","Scenario 2b","HMU",0.833,1.1662,1.666,0.9,"Round 2"
"342","96929","Ko'ko' Hatchlings per Nest","Scenario 2c","HMU",0.882,1.2348,1.764,0.9,"Round 2"
"343","96929","Ko'ko' Hatchlings per Nest","Scenario 3","HMU",1.225,1.715,2.45,0.9,"Round 2"
"344","96929","Ko'ko' Hatchlings per Nest","Scenario 1a","Refuge",1.25,1.75,2.5,0.9,"Round 2"
"345","96929","Ko'ko' Hatchlings per Nest","Scenario 1b","Refuge",1,1.4,2,0.9,"Round 2"
"346","96929","Ko'ko' Hatchlings per Nest","Scenario 1c","Refuge",1.125,1.575,2.25,0.9,"Round 2"
"347","96929","Ko'ko' Hatchlings per Nest","Scenario 2a","Refuge",1,1.4,2,0.9,"Round 2"
"348","96929","Ko'ko' Hatchlings per Nest","Scenario 2b","Refuge",0.85,1.19,1.7,0.9,"Round 2"
"349","96929","Ko'ko' Hatchlings per Nest","Scenario 2c","Refuge",0.9,1.26,1.8,0.9,"Round 2"
"350","96929","Ko'ko' Hatchlings per Nest","Scenario 3","Refuge",1.25,1.75,2.5,0.9,"Round 2"
