"","5HMU","10Hmu","15HMU","20HMU","5Ref","10Ref","15Ref","20Ref"
"1",0.0718633333333333,0.0546166666666667,0.0457066666666667,0.04109,0.073,0.0540666666666667,0.0469366666666667,0.0418933333333333
"2",0.535783333333333,0.474073333333333,0.440383333333333,0.420006666666667,0.511186666666667,0.44965,0.41564,0.394936666666667
"3",0.24764,0.199986666666667,0.17767,0.164036666666667,0.235226666666667,0.18838,0.166223333333333,0.152903333333333
"4",0.30998,0.261723333333333,0.23774,0.223413333333333,0.294673333333333,0.247046666666667,0.224396666666667,0.210116666666667
"5",0.753566666666667,0.71064,0.688236666666667,0.670416666666667,0.75609,0.71438,0.687583333333333,0.671066666666667
"6",0.60727,0.552783333333333,0.523766666666667,0.505513333333333,0.59733,0.54156,0.512963333333333,0.49142
"7",0.0937533333333333,0.07154,0.0593533333333333,0.0526433333333333,0.0864333333333333,0.0651633333333333,0.0553966666666667,0.04855
